"genes" "slopes" "intercept" "p_val_slope" "p_val_intercept" "number_of_species" "R_sq" "R_sq_adj" "residual_std_err"
"1" "dN.dS_ENSG00000076108" -0.00011866939197398 30.756101754708 0.929999489830804 1.02296482690052e-06 38 0.000217330221459534 -0.0275544106057219 17.6591192514438
"2" "dN.dS_ENSG00000140153" 0.000387373727289408 28.4505571970633 0.782400290330401 2.39131273995678e-05 32 0.00258211881754013 -0.0306651438885419 16.602677470465
"3" "dN.dS_ENSG00000172262" 0.00093089802734564 22.2327819502021 0.492881024843384 0.000284142768443442 35 0.0143625202863374 -0.0155052821292281 17.1214220695934
"4" "dN.dS_ENSG00000123200" 0.00540276199007029 15.1300807195993 0.000659586837677949 0.00493394154296514 35 0.300026036828287 0.278814704610962 13.8695697785062
"5" "dN.dS_ENSG00000153560" 0.00390966737998177 15.9439256556063 0.0141317188357714 0.0083023676692498 33 0.179096990463083 0.152616248219957 17.3896649494948
"6" "dN.dS_ENSG00000143393" 0.00178833447024882 26.6989734101142 0.255295555051962 9.48085533786204e-05 38 0.0357918374178363 0.00900827734610965 20.3152649905637
"7" "dN.dS_ENSG00000157450" 0.00131199709932248 30.3919016898926 0.379295090076717 8.77203646009496e-06 38 0.0215362318447555 -0.0056433172706678 18.6872187684996
"8" "dN.dS_ENSG00000198910" -0.00184948876365192 36.3630944732775 0.224648691125115 3.86373695591142e-07 38 0.040676549613304 0.0140286759914514 19.4064652010221
"9" "dN.dS_ENSG00000014641" 0.00389221383440682 16.2267465462627 0.000934015019591054 0.000674469977204092 36 0.278783742076922 0.257571499196832 13.577218866419
"10" "dN.dS_ENSG00000173757" 0.0013574998952066 23.7498263915052 0.310260483028263 9.88685780621327e-05 34 0.0321509341408068 0.001905650832707 16.597625038162
"11" "dN.dS_ENSG00000175115" 0.00222011683740114 21.1979772631812 0.131086755028842 0.000463774511872989 34 0.0697964258533646 0.0407275641612822 17.2467546840069
"12" "dN.dS_ENSG00000121274" 0.00471616411406527 14.2214655259791 0.00101986152646236 0.00614683451294267 32 0.306192771752201 0.283065864143941 14.8076158890636
"13" "dN.dS_ENSG00000198822" 0.00279627665201938 20.5778093812884 0.0300601634826114 0.000194651468535862 37 0.127475586627884 0.102546317674395 15.9538440809424
"14" "dN.dS_ENSG00000100505" 0.00466691825762933 17.596632774381 0.00130572999902903 0.00217104969431819 37 0.25874348176189 0.237564724097944 17.445799482872
"15" "dN.dS_ENSG00000155545" 0.00141816543175731 28.2726914216667 0.347115061524724 1.55313633198017e-05 36 0.0260385285276522 -0.00260739710388735 17.9419220788969
"16" "dN.dS_ENSG00000104885" 0.00127573261605116 23.7932148410139 0.361277319167089 8.49044260501056e-05 36 0.0245686679857354 -0.00412048883821337 17.8608698877167
"17" "dN.dS_ENSG00000094880" 0.00283338221855493 23.9982696137878 0.0326472173910291 2.70381268860174e-05 38 0.120618492480991 0.0961912283832407 16.8127273331839
"18" "dN.dS_ENSG00000157193" 0.00477870557562424 16.0766001659155 0.000164368114548743 0.00126277906230419 34 0.362671578203474 0.342755065022333 14.1115292240651
"19" "dN.dS_ENSG00000155096" 0.001012973640492 19.7521348069618 0.465718129807697 0.000485742061555346 32 0.0178731668892604 -0.0148643942144311 13.6182693688892
"20" "dN.dS_ENSG00000105705" -0.000161600225947122 31.1152586218899 0.908225070148484 3.7195376527041e-06 36 0.000396561521166355 -0.0290035396105639 17.6457701562798
"21" "dN.dS_ENSG00000173889" 0.000920935832890364 26.33801291025 0.532236777592243 5.7268702104868e-05 38 0.0109278928027054 -0.0165463323972193 18.9737187407708
"22" "dN.dS_ENSG00000149930" 0.00172706787098401 28.9522010277813 0.209450807544392 3.2111250323186e-06 38 0.0433958776235413 0.0168235408908619 17.7548478838871
"23" "dN.dS_ENSG00000163462" 0.00167838003544904 23.3888702781531 0.22722244769503 0.00012872259745468 37 0.041378569179898 0.0139893854421809 17.7328643553297
"24" "dN.dS_ENSG00000102230" 0.00231905497925802 21.835659296802 0.0824142538485295 6.98753088440829e-05 35 0.0886220207249377 0.061004506201451 15.3059555094135
"25" "dN.dS_ENSG00000153201" 0.00581712707280563 12.5651977768535 2.48073047272318e-05 0.00572306944888175 33 0.441436483830848 0.423418305889908 12.2389182235339
"26" "dN.dS_ENSG00000148835" 0.00302594177337014 19.9571234880681 0.0633806120365644 0.00201136205101801 33 0.106824237180486 0.0780121157992117 18.5012158185953
"27" "dN.dS_ENSG00000097007" -0.000521409379644784 30.5682215580371 0.710346946334416 5.02099278352309e-06 35 0.0042345043476852 -0.0259402076417787 17.3083711954409
"28" "dN.dS_ENSG00000189221" -0.000452181843595774 31.813546349653 0.743914072963853 1.02057925597597e-06 37 0.00308811016831757 -0.025395086684016 17.776266906871
"29" "dN.dS_ENSG00000145604" 0.00274104044715821 20.4452560392925 0.0177007104290534 4.89683128723547e-05 35 0.158891338904741 0.13340319765943 14.1777881602533
"30" "dN.dS_ENSG00000151553" 0.00370262760549577 20.603518313943 0.0128340598800356 0.000807836155134365 38 0.160009854756112 0.136676795166004 17.9266047983197
"31" "dN.dS_ENSG00000108406" 0.00134372993060676 24.6598575170486 0.360729699794532 5.30726030543704e-05 33 0.0270123264377972 -0.00437437270937058 16.74592159896
"32" "dN.dS_ENSG00000169967" -9.95285186641985e-05 27.2035480835982 0.947243801338013 7.24749837640123e-05 36 0.000130670904807535 -0.0292772505391685 18.8950033628906
"33" "dN.dS_ENSG00000184708" 0.00324962331816833 24.3849198535671 0.0171952246081855 3.44946011023288e-05 37 0.151666645308866 0.127428549460548 16.8272394211519
"34" "dN.dS_ENSG00000108848" 0.000941699656825558 27.3765779730193 0.467857642738965 1.19189193827104e-05 32 0.0177038654355517 -0.0150393390499299 16.1804033954549
"35" "dN.dS_ENSG00000175931" -0.00126420611641543 28.8635134101774 0.39494909263825 8.97359876268778e-06 35 0.0220169104554531 -0.0076189407428664 16.8017637221428
"36" "dN.dS_ENSG00000158545" 0.00341634499283433 19.312353881079 0.0157078171793925 0.000999513996283437 35 0.164299435271958 0.138975175734744 17.2107496859895
"37" "dN.dS_ENSG00000110171" 0.00481041843247398 17.7843170803912 0.00036716087070981 0.000761368901944357 36 0.315218226395148 0.295077585995006 15.75173085052
"38" "dN.dS_ENSG00000157540" 0.00337742506835245 20.0272363133576 0.042463247497733 0.00161862466718169 33 0.126222007810992 0.0980356209661858 16.1452597937178
"39" "dN.dS_ENSG00000170873" 0.000278052364790662 28.7859489649112 0.844909454362956 1.22495780144283e-05 36 0.00114149564254624 -0.0282366956620845 18.1322328293314
"40" "dN.dS_ENSG00000141456" 0.00249302819686237 27.9944325535648 0.0928550756359824 2.04100875223176e-05 38 0.0764577067994208 0.0508037542105159 18.7626681100871
"41" "dN.dS_ENSG00000108061" 0.00214288910219387 18.2191356345897 0.0945166208462345 0.000263038161456511 33 0.0875655242505725 0.0581321540651072 12.9384210354273
"42" "dN.dS_ENSG00000009335" -0.000642250909000602 34.2703002543098 0.694901852341709 6.07487424995166e-06 38 0.00432341379807633 -0.0233342691519771 20.5956144094104
"43" "dN.dS_ENSG00000122482" 0.00223371398372103 28.7502818667248 0.124127386801795 8.90042866543158e-06 39 0.0627157520775725 0.0373837453769664 18.4546089534245
"44" "dN.dS_ENSG00000156983" 0.00143831748379497 28.4571312664898 0.31655785656857 7.90873487499832e-06 40 0.0263920498163766 0.000770787969438969 18.6995512487088
"45" "dN.dS_ENSG00000100603" 0.00242177537378611 20.1941071211086 0.0759970910874676 0.000693565136128642 34 0.0950959819848186 0.0668177314218442 16.9087921602033
"46" "dN.dS_ENSG00000112640" 0.00332594319721537 20.5191175393472 0.00499324937293674 2.3029871434933e-05 35 0.215269969228793 0.191490271326635 13.4389778683852
"47" "dN.dS_ENSG00000068831" 0.00050133372458187 24.5667054614741 0.753889170773176 0.000258861311998104 35 0.00301942804631107 -0.0271921044371339 18.0897549803109
