"GeneID"	"Chr"	"Begin"	"End"	"Strand"	"ExonicLength"	"Chicken_Brain_Female"	"Chicken_Brain_Male"	"Chicken_Cerebellum_Female"	"Chicken_Cerebellum_Male"	"Chicken_Heart_Female"	"Chicken_Heart_Male"	"Chicken_Kidney_Female"	"Chicken_Kidney_Male"	"Chicken_Liver_Female"	"Chicken_Liver_Male"	"Chicken_Testis_Male1"	"Chicken_Testis_Male2"
"ENSGALG00000005749"	"11"	19631515	19635742	-1	774	182.047803617571	123.043927648579	149.027131782946	169.418604651163	721.698966408269	754.864341085271	220.954780361757	360.85142118863	190.758397932817	371.697674418605	707.28165374677	395.572351421189
"ENSGALG00000009623"	"Un_random"	22708581	22709056	-1	277	0	0	0	0.227436823104693	0	0.115523465703971	0	0	0.0072202166064982	0	236.992779783394	56.7689530685921
"ENSGALG00000008067"	"Un_random"	51686593	51687537	1	945	0	0	0	0	0	0	0	0	0	0	0.0804232804232804	0
"ENSGALG00000022464"	"Un_random"	18155922	18156854	1	933	0	0	0	0	0	0	0	0	0	0	0	0
"ENSGALG00000008372"	"3"	3462639	3508431	-1	3587	13.7142458879286	9.48062447727906	13.3392807359911	16.1976582102035	8.18650683022024	5.71117925843323	11.3403958739894	9.11513799832729	9.38862559241706	7.24114859213828	20.3027599665459	25.2458879286312
"ENSGALG00000003596"	"14"	1322586	1396017	1	11685	9.76140350877193	5.40650406504065	14.6581942661532	15.5568677792041	2.96029097133077	1.97629439452289	5.63620025673941	4.85391527599486	5.41369276850663	3.09276850663243	6.62225074882328	8.00282413350449
"ENSGALG00000011403"	"4"	50719632	50734549	1	2436	14.7631362889984	10.5073891625616	14.3641215106732	17.2155172413793	11.303776683087	8.061986863711	19.6580459770115	13.737684729064	25.8074712643678	17.564039408867	22.1892446633826	19.8300492610837
"ENSGALG00000005473"	"11"	17481972	17493917	1	1903	3.40514976353127	2.83604834471886	0.43562795585917	0.837624802942722	0.199684708355229	0.0793483972674724	1.69416710457173	1.86757750919601	2.27850761954808	2.30478192327903	0.0798738833420914	0.198108250131372
"ENSGALG00000002709"	"19"	5173176	5226072	-1	3773	6.26716141001855	4.15213358070501	4.43228200371057	6.26080042406573	14.0710310098065	11.4836999734959	16.5070235886562	13.7948582030215	17.8900079512324	11.3146037635834	10.1380864033925	17.8486615425391
"ENSGALG00000016820"	"1"	141415378	141437316	1	2228	12.6754937163375	10.8877917414722	6.69658886894075	7.13913824057451	10.8801615798923	8.76436265709156	28.3864452423698	20.1122082585278	1.86445242369838	4.56867145421903	36.2585278276481	34.9506283662478
"ENSGALG00000010173"	"Z"	27401335	27407377	1	1533	0	0	0	0	0	0.0495759947814742	0	0	0	0	0.0991519895629485	0.148727984344423
"ENSGALG00000015952"	"3"	85291505	85314896	1	1591	23.4267756128221	12.7492143306097	7.46700188560654	8.07730986800754	0.192331866750471	0.291640477686989	1.05531112507857	0.811439346323067	0.39220615964802	0.301697045883092	13.7894406033941	7.01822752985544
"ENSGALG00000012123"	"5"	5255551	5264599	-1	1679	2.63013698630137	2.3776057176891	17.5485407980941	23.1066110780226	0	0	0	0	0	0	0.0625372245384157	0.038117927337701
"ENSGALG00000008822"	"17"	1924407	1926064	-1	565	0.16283185840708	0.134513274336283	0.134513274336283	0.346902654867257	0.132743362831858	0.670796460176991	32.7150442477876	26.4088495575221	0.132743362831858	0.380530973451327	1.25132743362832	1.2
"ENSGALG00000001312"	"15"	79008	88074	-1	4716	7.62446988973707	5.97413061916879	4.68108566581849	8.31700593723495	3.68617472434266	3.2930449533503	5.68956743002544	4.76420695504665	7.69232400339271	3.95016963528414	8.41518235793045	4.37765055131467
"ENSGALG00000023508"	"10"	10649349	10656489	1	547	15.7861060329068	8.46069469835466	8.18829981718464	9.63254113345521	1.3254113345521	0.804387568555759	0.283363802559415	1.6581352833638	0.691042047531993	0.709323583180987	6.74954296160877	7.47349177330896
"ENSGALG00000006384"	"6"	20444489	20445958	1	1470	3.89659863945578	26.0598639455782	3.14353741496599	56.6176870748299	10.3006802721088	6.02857142857143	7.58843537414966	7.99727891156463	35.7598639455782	8.09591836734694	0.361224489795918	4.36190476190476
"ENSGALG00000016668"	"3"	110248974	110251859	1	502	0	0	0	0	0	0	0	0	0	0	0.149402390438247	0
"ENSGALG00000005027"	"2"	610016	635155	-1	5037	47.6221957514393	26.4617828072265	34.844947389319	48.561842366488	8.64502680166766	10.3496128648005	17.0373238038515	13.8405797101449	9.47945205479452	11.8336311296407	94.8461385745483	56.0730593607306
"ENSGALG00000010052"	"5"	38489108	38500669	-1	1651	6.70563294972744	3.12719563900666	5.04482132041187	6.31435493640218	3.60629921259843	2.16838279830406	2.98909751665657	3.55602665051484	4.36826165960024	3.83525136281042	9.36220472440945	12.4058146577832
"ENSGALG00000001730"	"9"	2161319	2216483	1	4111	7.65969350522987	4.79907565069326	6.64534176599368	7.64631476526393	2.31695451228412	3.05521770858672	5.04670396497203	4.36876672342496	3.22695207978594	3.20992459255656	5.14424714181464	4.12089515932863
"ENSGALG00000023937"	"4"	2164580	2165779	-1	222	3.63063063063063	2.17567567567568	5.20720720720721	4.35135135135135	1.93693693693694	1.45945945945946	7.06756756756757	4.32882882882883	4.05855855855856	4.76576576576577	7.37837837837838	4.56306306306306
"ENSGALG00000011926"	"1"	79369735	79392616	-1	2103	3.64194008559201	2.13647170708512	12.9510223490252	12.3057536852116	0	0	0	0	0.0114122681883024	0.0408939610080837	1.02853067047076	2.79695672848312
"ENSGALG00000018257"	"10"	6651274	6651374	1	101	0	0	0	0	0	0	0	0	0.138613861386139	0	0	0
"ENSGALG00000008587"	"5"	26740927	26746056	-1	1245	23.5751004016064	14.2666666666667	20.136546184739	20.8369477911647	21.7349397590361	19.4570281124498	21.5718875502008	24.1437751004016	40.4321285140562	24.5991967871486	26.3710843373494	34.0923694779116
"ENSGALG00000009734"	"2"	24442832	24470016	1	898	6.8162583518931	3.63140311804009	4.5011135857461	4.64699331848552	2.83518930957684	3.38975501113586	9.19599109131403	2.65367483296214	12.3285077951002	5.11358574610245	4.8173719376392	7.26057906458797
"ENSGALG00000011913"	"1"	51327674	51335124	-1	1632	39.1587009803922	22.9938725490196	60.3241421568627	62.7738970588235	0	0	0	0	0	0	2.3125	3.01102941176471
"ENSGALG00000005410"	"12"	8133521	8145608	-1	1546	3.67335058214748	2.1228978007762	0.279430789133247	0.736739974126779	1.8111254851229	1.22833117723157	3.85122897800776	4.23673997412678	0.393272962483829	1.05498059508409	17.0575679172057	18.4081500646831
"ENSGALG00000023406"	"6"	33718233	33719029	-1	501	0	0	0	0	0	0	0	0	0	0	0.455089820359281	0.151696606786427
"ENSGALG00000010346"	"5"	40871283	40879235	-1	1453	38.2099105299381	23.3454920853407	29.1782518926359	39.3406744666208	12.1293874741913	11.9876118375774	5.59669649002065	9.05092911218169	5.60289057123193	12.0144528561597	4.82174810736407	14.2188575361321
"ENSGALG00000015466"	"3"	73638916	73679824	1	2304	0	0	0	0.0989583333333333	0	0	16.8858506944444	18.8728298611111	0	0	0.551215277777778	0.0651041666666667
"ENSGALG00000014916"	"Z"	42572909	42645705	1	1460	20.4034246575342	22.5041095890411	15.177397260274	29.2767123287671	4.07534246575342	8.7458904109589	9.64383561643836	10.7342465753425	6.61438356164384	6.7986301369863	25.9287671232877	28.4958904109589
"ENSGALG00000002655"	"7"	1310026	1353728	-1	3517	5.45208984930338	3.11288029570657	9.39835086721638	12.956497014501	3.11288029570657	2.87148137617287	9.01393232868922	8.03724765425078	8.03184532271823	3.5089564970145	7.62013079328974	10.5908444697185
"ENSGALG00000024271"	"6"	10495423	10495814	-1	317	55.9652996845426	23.9242902208202	45.8643533123028	55.1293375394322	280.018927444795	172.205047318612	372.703470031546	253.470031545741	209.687697160883	377.299684542587	42.1324921135647	15.6687697160883
"ENSGALG00000017027"	"1"	174725952	174745747	1	2588	4.20285935085008	2.62480680061824	27.3608964451314	32.0413446676971	2.1773570324575	1.91228748068006	0.909969088098918	0.774343122102009	0.263910355486862	0.204404945904173	3.08848531684699	2.64064914992272
"ENSGALG00000002948"	"Z"	476816	491401	1	1213	18.5300906842539	17.876339653751	13.2893652102226	25.2910140148392	11.9043693322341	20.0741962077494	10.9076669414674	20.1607584501237	21.9258037922506	30.3652102225886	17.7048639736191	16.7378400659522
"ENSGALG00000008200"	"Un_random"	43065665	43067929	1	1008	0	0	0	0	0	0	0	0	0	0	0	0
"ENSGALG00000010380"	"9"	25135134	25136045	1	912	0.723684210526316	1.05372807017544	1.92214912280702	1.72916666666667	0.380482456140351	0.456140350877193	0.166666666666667	0.336622807017544	0.276315789473684	0.350877192982456	0.142543859649123	0.794956140350877
"ENSGALG00000012970"	"3"	50795407	50799826	1	1311	7.84973302822273	5.63920671243326	3.87719298245614	4.48207475209764	2.48054919908467	1.74828375286041	1.99008390541571	2.89092295957284	4.53852021357742	2.57742181540809	88.6285278413425	179.488939740656
"ENSGALG00000012396"	"5"	60704346	60704567	1	222	0.567567567567568	0.342342342342342	0	0.342342342342342	0.684684684684685	0.288288288288288	0.373873873873874	0.342342342342342	0.342342342342342	1.84234234234234	1.62612612612613	0.342342342342342
"ENSGALG00000010206"	"5"	40124540	40131152	1	1259	0.982525814138205	0.448768864177919	0.720413026211279	0.930897537728356	0.348689436060365	0.309769658459095	1.83002382843527	2.52184273232724	2.0174741858618	0.46306592533757	22.1270849880858	110.815726767276
"ENSGALG00000000643"	"14"	13552792	13573785	-1	2047	1.13825109916952	0.528089887640449	1.08353688324377	1.29653150952614	0.478749389350269	0.436248168050806	2.04152418172936	1.54030288226673	1.08109428431851	0.725451880801172	1.44015632633122	1.2447484123107
"ENSGALG00000011771"	"1"	50026207	50026866	1	660	3.18939393939394	3.64242424242424	0.836363636363636	3.47575757575758	2.44090909090909	1.89090909090909	16.7590909090909	2.44090909090909	32.1075757575758	11.8484848484848	0.962121212121212	1.11212121212121
"ENSGALG00000014956"	"Z"	23353849	23384115	-1	3317	1.79740729574917	2.02050045221586	2.34488996080796	5.31172746457642	0.810370817003316	0.773892071148628	1.13084112149533	1.68103708170033	2.15194452818812	1.43623756406391	3.02622851974676	7.09647271630992
"ENSGALG00000008750"	"17"	1973929	1980207	1	1128	8.53368794326241	5.89716312056738	7.77748226950355	10.991134751773	5.75177304964539	7.90425531914894	13.7242907801418	13.8147163120567	14.031914893617	19.6391843971631	15.0106382978723	8.68882978723404
"ENSGALG00000001895"	"13"	4442522	4451335	1	1837	30.1453456722918	15.9531845400109	24.6565051714752	30.8279804028307	5.95481763745237	7.04518236254763	23.6183995645073	16.7120304844856	31.0903647250953	13.4893848666304	29.6848121937942	45.4632553075667
"ENSGALG00000010002"	"5"	38116496	38210381	-1	694	0.573487031700288	0.440922190201729	0.355907780979827	0.546109510086455	0.219020172910663	0.0504322766570605	0.109510086455331	0.357348703170029	0.819884726224784	0.760806916426513	3.80115273775216	7.00576368876081
"ENSGALG00000005703"	"10"	12347166	12359489	-1	1498	1.05473965287049	2.2890520694259	0.592122830440587	2.04672897196262	2.47129506008011	1.92256341789052	0.706275033377837	2.44259012016021	1.37316421895861	2.48731642189586	4.3785046728972	3.55073431241656
"ENSGALG00000019505"	"Un_random"	31073299	31076280	1	465	0	0.483870967741935	0.32258064516129	0.32258064516129	0	0.161290322580645	0	0.32258064516129	0	0.161290322580645	3.60430107526882	2.72688172043011
"ENSGALG00000014405"	"4"	77264411	77664520	1	1499	3.75450300200133	2.95530353569046	11.6137424949967	16.3095396931288	0.066711140760507	0	0.403602401601067	0.0740493662441628	0	0	0.276184122748499	1.30687124749833
"ENSGALG00000006837"	"5"	16318397	16539581	-1	1103	11.5376246600181	8.766092475068	50.8050770625567	60.8132366273799	7.54306436990027	8.07615593834995	10.1423390752493	8.52493200362647	8.61650045330916	12.3844061650045	5.5494106980961	9.28467815049864
"ENSGALG00000021881"	"6"	8646333	8648956	-1	391	0.194373401534527	0	0	0	0	0	0	0	0	0	0	0
"ENSGALG00000015408"	"2"	114995733	115003249	1	183	3.09836065573771	4.06010928961749	3.30601092896175	3.10928961748634	7.01092896174863	6	1.0655737704918	6.51366120218579	5.29508196721311	3.21311475409836	4.19672131147541	4.51366120218579
"ENSGALG00000022538"	"Un_random"	9546788	9548591	1	1056	0	0	0	0	0	0	0	0	0	0	0.0785984848484848	1.14867424242424
"ENSGALG00000017627"	"Un_random"	23563794	23564754	-1	741	9.472334682861	4.54251012145749	9.02024291497976	9.29014844804319	7.42240215924426	10.7206477732794	17.2321187584345	11.1214574898785	11.6572199730094	29.3252361673414	28.0094466936572	6.38326585695007
"ENSGALG00000014643"	"25"	1546642	1564662	-1	6615	8.81753590325019	5.37792894935752	8.77944066515495	9.18397581254724	4.06863189720333	2.26908541194255	7.63733938019652	5.7328798185941	4.87316704459562	2.88238851095994	13.1989417989418	19.8415721844293
"ENSGALG00000005282"	"2"	1831407	1869191	1	5086	8.92469524184035	7.20133700353913	27.7499016909162	37.2913881242627	7.99842705465985	3.46834447502949	10.4807314195832	5.60538733779001	6.80908375933936	1.68344475029493	6.77428234368856	18.957923712151
"ENSGALG00000005452"	"19"	8513748	8535822	1	2609	6.93522422384055	4.85588348026064	4.76887696435416	6.32234572633193	4.57224990417785	3.62399386738214	2.62284400153315	1.85856650057493	7.20429283250287	5.0778075891146	34.974319662706	24.4534304331161
"ENSGALG00000019178"	"1"	112519559	112547906	-1	3533	4.2674780639683	2.64817435607133	4.77809227285593	4.86753467308237	1.47410133031418	1.10416076988395	3.37928106425134	2.93659779224455	2.66204358901783	1.68836682705916	24.1437871497311	24.2629493348429
"ENSGALG00000016611"	"1"	128607877	128668155	-1	3226	6.60291382517049	4.34221946683199	8.41537507749535	9.80223186608803	8.51332920024799	7.6109733415995	5.4104153750775	5.51580905145691	2.51983880967142	2.5331680099194	6.67172969621823	6.56757594544327
