"GeneID"	"Chr"	"Begin"	"End"	"Strand"	"ExonicLength"	"Orangutan_Brain_Male"	"Orangutan_Brain_Female"	"Orangutan_Cerebellum_Female"	"Orangutan_Heart_Female"	"Orangutan_Heart_Male"	"Orangutan_Kidney_Female"	"Orangutan_Kidney_Male"	"Orangutan_Liver_Female"	"Orangutan_Liver_Male"
"ENSPPYG00000021077"	"8"	36961792	36961898	1	107	0	0	0	0	0	0	0	0	0
"ENSPPYG00000011401"	"21"	37196612	37327696	1	6897	2.36784109032913	5.38437001594896	12.0888792228505	0.748876323039002	0.258518196317239	2.00260983036103	1.09366391184573	0.755545889517181	2.04668696534725
"ENSPPYG00000017333"	"7"	5339158	5347190	-1	1266	15.0600315955766	24.9431279620853	14.0932069510269	3.41706161137441	4.50394944707741	13.8696682464455	17.0284360189573	1.83017377567141	13.1034755134281
"ENSPPYG00000017889"	"7"	101881378	102039178	-1	2064	24.4244186046512	51.968023255814	24.0823643410853	9.46463178294574	3.02374031007752	6.24903100775194	7.58236434108527	3.40455426356589	5.40891472868217
"ENSPPYG00000007564"	"16"	62916486	62932646	-1	951	2.32281808622503	2.68454258675079	1.91167192429022	0.73186119873817	0.359621451104101	2.4279705573081	1.64879074658254	0.274447949526814	0.259726603575184
"ENSPPYG00000025433"	"20"	36711043	36711136	-1	94	0	0	0	0	0	0	0	0	0
"ENSPPYG00000012778"	"2b"	13651247	13715995	-1	5241	0.0639190994085098	0.476435794695669	0.245373020415951	0.271131463461172	0.10150734592635	0.0892959358900973	0.261209692806716	0.101316542644533	0.0206067544361763
"ENSPPYG00000015929"	"5"	150736200	150737447	1	1248	0.292467948717949	0.364583333333333	0.912660256410256	1.87179487179487	0.53525641025641	0.0440705128205128	0.16025641025641	1.06169871794872	1.07291666666667
"ENSPPYG00000026661"	"7_random"	2034711	2034816	1	106	0	0	0	0	0	0	0	0	0.716981132075472
"ENSPPYG00000006783"	"15"	87242115	87346752	1	4936	3.31969205834684	7.26580226904376	7.717585089141	8.33265802269044	4.22751215559157	7.35190437601297	6.24756888168558	2.8354943273906	5.27106969205835
"ENSPPYG00000013694"	"3"	64941873	65001085	-1	2773	16.5355210962856	34.578074287775	21.5005409304003	19.0937612693833	5.50054093040029	7.84313018391634	16.3278038225748	9.22646952758745	9.83736025964659
"ENSPPYG00000008735"	"17"	71610848	71612507	-1	1128	444.468085106383	619.060283687943	148.968971631206	375.564716312057	85.3847517730496	394.317375886525	422.122340425532	738.367907801418	309.117907801418
"ENSPPYG00000003565"	"11"	64759935	64819684	-1	5066	0.0590209238057639	0.219502566127122	0.06000789577576	0.577181208053691	0.290959336754836	0.6748914330833	1.40347414133439	0.372088432688512	3.41729174891433
"ENSPPYG00000014312"	"3"	180576071	180658473	-1	6419	4.00373890014021	9.16871786882692	6.78781741704315	8.87677208287895	2.51238510671444	3.52874279482785	7.40738432777691	2.7809627667861	8.77847016669263
"ENSPPYG00000000348"	"1"	47724917	47956677	-1	3418	2.19953188999415	5.54944411936805	4.80690462258631	31.225277940316	24.4809830310123	1.21884142773552	1.2182562902282	0.308074897600936	1.34318314803979
"ENSPPYG00000015181"	"4"	172429995	172660576	1	2985	0.151758793969849	0.15108877721943	3.17118927973199	0.0807370184254606	0.126298157453936	0.66499162479062	1.15276381909548	0	0
"ENSPPYG00000009428"	"19"	5638353	5683866	1	3034	22.2867501647989	56.0616348055372	36.1506262359921	18.6315095583388	14.1034937376401	31.3075148319051	33.3292682926829	19.0830586684245	23.5273566249176
"ENSPPYG00000022555"	"15"	61713747	61713844	1	98	0	0	0.23469387755102	0	0	0	0	0	0
"ENSPPYG00000000859"	"1"	99866513	99879281	1	1233	64.3171127331711	70.1289537712895	24.5417680454177	0	0	0	0.0859691808596918	0	0
"ENSPPYG00000020429"	"X"	66812485	66813781	-1	1293	28.6395978344934	71.8685228151585	23.8143851508121	9.80742459396752	6.43619489559165	13.2034029389018	13.5552977571539	6.53132250580046	5.63805104408353
"ENSPPYG00000006493"	"15"	50798369	50803049	1	372	0.25	0	0	0	0	0	0	0	0
"ENSPPYG00000025695"	"12"	121913358	121913447	-1	90	6.01111111111111	9.83333333333333	2	0	0	0	0.466666666666667	0	0
"ENSPPYG00000020086"	"X"	1961392	2047107	-1	603	1.59038142620232	2.50746268656716	0.676616915422886	3.83250414593698	2.59203980099502	6.29684908789386	13.6749585406302	7.79436152570481	13.2786069651741
"ENSPPYG00000002874"	"11"	392412	393333	-1	249	0	0	1.21686746987952	0	0	0	0	0	0
"ENSPPYG00000012061"	"2a"	4248982	4250340	-1	1359	0.664459161147903	0.446651949963208	0.526122148638705	0.514348785871965	0.962472406181015	1.58793230316409	1.00147167034584	0.345842531272995	1.93745401030169
"ENSPPYG00000011439"	"21"	42905003	42906387	-1	381	0	0	0	0	0	0	0	0	0
"ENSPPYG00000002118"	"10"	17145804	17232014	1	1149	2.00087032201915	3.1331592689295	0.196692776327241	1.89382071366406	1.32375979112272	54.2802436901654	187.026109660574	1.79895561357702	8.31157528285466
"ENSPPYG00000018140"	"7"	141980923	141986757	1	57	0	0	0	0	0	0	0	0	0.333333333333333
"ENSPPYG00000017858"	"7"	93593237	93596202	1	408	1.58333333333333	5.54411764705882	9.93872549019608	0	0	0	0	0	0
"ENSPPYG00000000105"	"1"	15992355	16060754	-1	1761	45.740488358887	53.3719477569563	74.1033503691085	21.9937535491198	9.47870528109029	12.114139693356	10.2839295854628	8.39863713798978	1.42021578648495
"ENSPPYG00000012440"	"2a"	64845168	64845848	1	681	0	0.283406754772394	0.223201174743025	0	0.111600587371512	0.217327459618209	0.556534508076358	0	0
"ENSPPYG00000023022"	"17"	46485512	46485607	1	96	0	0	0	0	0	0	0	0	0
"ENSPPYG00000006278"	"15"	24239595	24618341	-1	3200	1.121875	1.4878125	0	0.0471875	0	0.3415625	1.2425	0.0225	0.0234375
"ENSPPYG00000015320"	"5"	1507871	1508253	1	381	0.430446194225722	1.86351706036745	1.18897637795276	0.666666666666667	0	0.690288713910761	0.918635170603675	0	0.083989501312336
"ENSPPYG00000002495"	"10"	92432990	92463586	-1	948	5.10126582278481	19.6698312236287	8.35021097046413	8.99367088607595	3.69514767932489	6.56223628691983	15.4345991561181	5.43143459915612	9.08649789029536
"ENSPPYG00000017824"	"7"	84017488	84039945	1	3147	6.04893549412139	13.9475691134414	6.29393072767715	10.9345408325389	4.44455036542739	10.5173180807118	13.9256434699714	17.5938989513823	26.1163012392755
"ENSPPYG00000018598"	"8"	57719862	57787206	1	1539	0.252761533463288	3.16829109811566	4.71280051981806	2.47953216374269	0.491877842755036	4.80506822612086	3.42625081221572	15.9447693307342	11.0987654320988
"ENSPPYG00000020846"	"X"	153815363	153826845	-1	561	7.92513368983957	15.4295900178253	4.50445632798574	4.5204991087344	2.29768270944742	8.650623885918	7.84848484848485	7.74331550802139	6.30124777183601
"ENSPPYG00000013880"	"3"	97357666	97369650	1	5690	3.07750439367311	8.95079086115993	2.56397188049209	35.093848857645	22.9240773286467	19.8284710017575	19.6537785588752	4.5688927943761	6.20755711775044
"ENSPPYG00000015291"	"4_random"	22345317	22364313	1	1440	0.105555555555556	0.158333333333333	0	0	0	0	0.0527777777777778	0	0.0527777777777778
"ENSPPYG00000013643"	"3"	55290210	55291103	1	894	0.634228187919463	2.86800894854586	2.9496644295302	2.52796420581655	0.231543624161074	1.33668903803132	1.93959731543624	1.43064876957494	2.16107382550336
"ENSPPYG00000004525"	"12"	50938346	50963049	-1	489	0.184049079754601	0.815950920245399	0.190184049079755	0.869120654396728	0.0736196319018405	4.65439672801636	3.0040899795501	1.33128834355828	1.36605316973415
"ENSPPYG00000001468"	"1"	187407764	187538262	-1	2352	0.639880952380952	1.03146258503401	0.501700680272109	0.127551020408163	0	0.442176870748299	2.21938775510204	0.129251700680272	0.320578231292517
"ENSPPYG00000011728"	"22"	26103374	26108032	-1	1518	0.0494071146245059	0.00329380764163373	0	0	0	0	0.0500658761528327	0	0
"ENSPPYG00000010613"	"1_random"	12303981	12304097	1	117	1.56410256410256	0	0.504273504273504	0.555555555555556	1.67521367521368	1.05982905982906	1.05128205128205	0.897435897435897	0.547008547008547
"ENSPPYG00000001600"	"1"	198020323	198020501	-1	27	0.407407407407407	1.25925925925926	1.66666666666667	0	0	1	1.55555555555556	0.62962962962963	1
"ENSPPYG00000000729"	"1"	95421520	95426746	1	648	0.117283950617284	0.234567901234568	0.697530864197531	0.117283950617284	0.234567901234568	0.703703703703704	0.351851851851852	0.117283950617284	0
"ENSPPYG00000025410"	"7"	49870941	49871043	1	103	0	0.0388349514563107	0	0	0	0	0	0	0
"ENSPPYG00000021805"	"19_random"	3781399	3781480	1	82	0	0	0	0	0	0	0	0	0
"ENSPPYG00000022116"	"7"	127858405	127858468	-1	64	0	0	0	0	0	0	0	0	0
"ENSPPYG00000013325"	"2b"	130910003	130986836	1	2073	6.09068982151471	20.264351181862	6.79739507959479	2.87409551374819	2.56536420646406	8.36372407139412	10.4968644476604	2.63000482392668	3.79546550892426
"ENSPPYG00000010440"	"19"	58097837	58098536	-1	168	0	0.297619047619048	0.392857142857143	0	0.136904761904762	1.72619047619048	0.297619047619048	0	0.386904761904762
"ENSPPYG00000014383"	"3"	190498950	190528831	1	1284	0.141744548286604	0.242990654205607	0.223520249221184	0	0.058411214953271	64.2920560747664	171.910436137072	557.168224299065	959.638629283489
"ENSPPYG00000010745"	"20"	14940052	15063588	1	2835	0.570723104056437	5.55379188712522	1.33897707231041	8.52486772486773	3.57989417989418	10.2409171075838	9.95061728395062	1.62680776014109	6.8952380952381
"ENSPPYG00000000605"	"1"	90092839	90104825	-1	1392	49.9439655172414	109.040229885057	65.2191091954023	194.695402298851	117.412356321839	103.096264367816	212.525862068966	60.6824712643678	83.2751436781609
"ENSPPYG00000020722"	"X"	131450075	131501762	1	2312	0.097318339100346	0.262110726643599	0.987024221453287	0.887975778546713	0.0644463667820069	0.720588235294118	1.29411764705882	0.456314878892734	0.588235294117647
"ENSPPYG00000020195"	"X"	24298586	24337176	1	2409	1.94645080946451	4.50601909506019	7.96637608966376	7.59402241594022	2.67413864674139	3.71025321710253	3.57990867579909	2.79742631797426	4.83146533831465
"ENSPPYG00000019377"	"9"	88141275	88161988	-1	2689	1.55187802156936	4.70286351803644	0.963183339531424	5.0762365191521	0.84194867980662	0.846411305317962	1.49200446262551	0.451097062104872	0.226106359241354
"ENSPPYG00000015008"	"4"	117260911	117261729	-1	819	1.65323565323565	0.481074481074481	0.352869352869353	0	0	0	0	0	0
"ENSPPYG00000005708"	"14"	23919677	23932433	-1	882	31.2324263038549	35.0147392290249	33.8526077097506	13.6655328798186	11.8866213151927	28.0566893424036	38.0442176870748	10.2267573696145	18.7834467120181
"ENSPPYG00000026664"	"Un"	9732827	9732954	-1	128	0	0	0	0	0.0546875	0	0.59375	0.1484375	0
"ENSPPYG00000018828"	"8"	119470800	120664851	-1	10401	0.986828189597154	1.19382751658494	0.0813383328526103	0.00240361503701567	0	0.0049995192769926	0.00413421786366695	0.00692241130660513	0.0110566291702721
"ENSPPYG00000003477"	"11"	57934989	58028013	-1	2868	45.0240585774059	73.6983960948396	75.1917712691771	11.479079497908	7.01603905160391	0.904811715481172	0.579149232914923	1.31311018131102	6.2918410041841
"ENSPPYG00000003967"	"11"	116373979	116378961	-1	1805	562.698614958449	629.493074792244	100.969529085873	5.16620498614958	1.50304709141274	6.38670360110803	4.56675900277008	2.37340720221607	0.207756232686981
"ENSPPYG00000023776"	"19_random"	4152524	4152644	1	121	0	0	0	0	0	0	0	0	0
"ENSPPYG00000022644"	"2b"	42903701	42903771	-1	71	0	0	0	0	0	0	0	0	0
"ENSPPYG00000011693"	"22"	24479956	24507449	-1	756	21.489417989418	54.6230158730159	18.3452380952381	3.27380952380952	1.6005291005291	40.6283068783069	59.973544973545	16.7645502645503	55.2751322751323
"ENSPPYG00000011682"	"22"	24118281	24162707	1	1230	0.515447154471545	3.06910569105691	0.15609756097561	0	0.0609756097560976	3.53008130081301	2.28455284552846	0.803252032520325	1.88943089430894
"ENSPPYG00000000367"	"1"	49158115	49177118	1	1444	70.0339335180055	102.799861495845	25.8704986149584	13.2991689750693	9.81648199445983	59.2229916897507	77.6308864265928	8.43698060941828	11.9148199445983
"ENSPPYG00000020181"	"X"	21891131	21938369	1	4428	1.40469738030714	3.75587172538392	5.96589882565492	2.91079494128275	0.999774164408311	1.12624209575429	2.00383920505872	1.33739837398374	2.95980126467931
"ENSPPYG00000004866"	"12"	101654946	101724345	1	1946	0.348920863309353	0	0	0	0	0	0.0364850976361768	0	0
"ENSPPYG00000015082"	"4"	146052541	146188858	-1	4890	9.35132924335378	19.3846625766871	20.9605316973415	5.359918200409	1.54294478527607	6.0321063394683	4.87423312883436	2.58036809815951	1.61042944785276
"ENSPPYG00000010228"	"19"	50579475	50599648	-1	771	0	0	0	0	0	0	0	0	0
"ENSPPYG00000005635"	"14"	21778714	21779139	1	315	0	0	0	0	0	0	0	0	0
"ENSPPYG00000014090"	"3"	132151541	132167642	1	856	1.98598130841122	3.1214953271028	2.48130841121495	2.14252336448598	0.929906542056075	3.0268691588785	4.64836448598131	1.83878504672897	3.62616822429907
"ENSPPYG00000026694"	"Un"	30692578	30693024	1	447	793.487695749441	306.668903803132	329.48322147651	2070.451901566	909.697986577181	799.13870246085	745.051454138702	335.134228187919	423.912751677852
"ENSPPYG00000023085"	"13"	73777766	73777832	-1	67	0	0	0	0	0	0	0	0	0
"ENSPPYG00000015384"	"5"	35145261	35146670	1	1410	0.161702127659574	0.754609929078014	0	0	0	0.0539007092198582	0	0	0
"ENSPPYG00000007270"	"16"	28893422	28896924	-1	924	3.08225108225108	4.21103896103896	2.77597402597403	0.627705627705628	0.287878787878788	7.6504329004329	4.87121212121212	2.65800865800866	5.0487012987013
"ENSPPYG00000001762"	"1"	209071841	209071938	1	93	0	0.043010752688172	0	0	0	0	0	0	0.010752688172043
"ENSPPYG00000013268"	"2b"	123996706	123997893	1	1188	0	0	0.063973063973064	0	0	0	0	0	0
"ENSPPYG00000008713"	"17"	70148328	70166907	1	3534	10.7150537634409	16.8225806451613	18.6327108092813	10.8585172608942	5.7790039615167	33.4510469722694	38.8630447085456	15.1295981890209	28.165817770232
"ENSPPYG00000015188"	"4"	175644941	175664819	-1	714	1.15546218487395	5.07282913165266	1.75490196078431	5.03921568627451	2.59943977591036	2.49439775910364	8.55322128851541	4.94957983193277	9.59663865546218
"ENSPPYG00000022724"	"17"	13738735	13738852	-1	118	0	0	0	0	0	0	0	0	0
"ENSPPYG00000024664"	"7_random"	4748697	4748798	-1	102	0	0	0	0	0	0	0.264705882352941	0	0
